NOT_ID,POLL_TYPE,POLLUTANT
359914,Pollutant Not Identified,Not Identified
360190,Specific Waste Materials,Vehicles and Vehicle Parts
360216,Oils and Fuel,Petrol
360261,Atmospheric Pollutants and Effects,Smoke
360261,Contaminated Water,Firefighting Run-Off
360247,Organic Chemicals/Products,Dyes and Inks
361672,Atmospheric Pollutants and Effects,Chemical Odour
361672,Atmospheric Pollutants and Effects,Sulphide Odour
360903,Atmospheric Pollutants and Effects,Chemical Odour
360374,Specific Waste Materials,Inorganic Chemical Wastes
359125,Oils and Fuel,Other Oil or Fuel
344990,Organic Chemicals/Products,Dyes and Inks
359164,Oils and Fuel,Gas and Fuel Oils
354803,Oils and Fuel,Kerosene and Aviation Fuel
1502183,Other Pollutant,Other
360127,Other Pollutant,Other
360356,Pollutant Not Identified,Not Identified
345680,Pollutant Not Identified,Not Identified
360552,Oils and Fuel,Diesel
346339,General Biodegradable Materials and Wastes,Other General Biodegradable Material or Waste
357258,Inert Materials and Wastes,Construction and Demolition Materials and Wastes
357258,General Biodegradable Materials and Wastes,Vegetable Cuttings and Deposits
357258,Specific Waste Materials,Asbestos
357258,Specific Waste Materials,Household Waste
359025,Sewage Materials,Final Effluent
362012,Organic Chemicals/Products,Hydrocarbons
356531,Oils and Fuel,Diesel
356531,Oils and Fuel,Petrol
355227,Agricultural Materials and Wastes,Slurry and Dilute Slurry
334032,Agricultural Materials and Wastes,Slurry and Dilute Slurry
361411,Sewage Materials,Crude Sewage
361414,Contaminated Water,Suspended Solids
360095,Pollutant Not Identified,Not Identified
329083,Oils and Fuel,Diesel
360804,Organic Chemicals/Products,Solvents
336013,Pollutant Not Identified,Not Identified
334149,Sewage Materials,Storm Sewage
335365,Contaminated Water,Suspended Solids
335925,General Biodegradable Materials and Wastes,Natural Organic Material
335832,Agricultural Materials and Wastes,Slurry and Dilute Slurry
328850,Inert Materials and Wastes,Construction and Demolition Materials and Wastes
335913,Agricultural Materials and Wastes,Other Agricultural Material or Waste
335792,Oils and Fuel,Diesel
336231,Sewage Materials,Crude Sewage
340545,Pollutant Not Identified,Not Identified
340934,Pollutant Not Identified,Not Identified
340918,Sewage Materials,Storm Sewage
340663,Organic Chemicals/Products,Phenols and Creosote
345475,Pollutant Not Identified,Not Identified
349642,Inert Materials and Wastes,Construction and Demolition Materials and Wastes
349642,Inert Materials and Wastes,Soils and Clay
349642,General Biodegradable Materials and Wastes,Natural Organic Material
349642,Specific Waste Materials,Other Specific Waste Material
349687,Sewage Materials,Grey Water
348793,Oils and Fuel,Gas and Fuel Oils
346643,Specific Waste Materials,Commercial Waste
333698,Atmospheric Pollutants and Effects,Smoke
332185,Pollutant Not Identified,Not Identified
336381,Sewage Materials,Crude Sewage
336475,Organic Chemicals/Products,Surfactants and Detergents
335905,Sewage Materials,Crude Sewage
312361,Specific Waste Materials,Household Waste
328822,Organic Chemicals/Products,Alcohols/Aldehydes
1491451,Pollutant Not Identified,Not Identified
333541,Oils and Fuel,Diesel
340884,Other Pollutant,Noise
341117,Organic Chemicals/Products,Other Organic Chemical or Product
341280,Sewage Materials,Storm Sewage
1506307,Agricultural Materials and Wastes,Slurry and Dilute Slurry
315127,Inert Materials and Wastes,Other Inert Material or Waste
339513,Agricultural Materials and Wastes,Other Agricultural Material or Waste
1507253,Organic Chemicals/Products,Alcohols/Aldehydes
345655,Contaminated Water,Urban Run-Off
345661,Sewage Materials,Crude Sewage
345252,Contaminated Water,Chemically Contaminated Run-Off
344570,Oils and Fuel,Gas and Fuel Oils
348809,Sewage Materials,Crude Sewage
350036,Oils and Fuel,Diesel
350110,Oils and Fuel,Unidentified Oil
335480,Contaminated Water,Other Contaminated Water
336801,Atmospheric Pollutants and Effects,Effects on Humans
336891,Organic Chemicals/Products,Surfactants and Detergents
319087,Sewage Materials,Other Sewage Material
336888,Organic Chemicals/Products,Pesticides and Biocides
338829,Organic Chemicals/Products,Pesticides and Biocides
338991,Other Pollutant,Other
339106,Contaminated Water,Other Contaminated Water
341149,Atmospheric Pollutants and Effects,Smoke
341149,Contaminated Water,Firefighting Run-Off
341476,Pollutant Not Identified,Not Identified
344090,Oils and Fuel,Diesel
346238,Other Pollutant,Microbiological
345650,Sewage Materials,Crude Sewage
346395,Other Pollutant,Other
345816,Agricultural Materials and Wastes,Other Agricultural Material or Waste
346504,Oils and Fuel,Gas and Fuel Oils
335978,Sewage Materials,Crude Sewage
326694,Atmospheric Pollutants and Effects,Smoke
337097,Other Pollutant,Other
327556,Atmospheric Pollutants and Effects,Smoke
327658,Atmospheric Pollutants and Effects,Smoke
328574,Atmospheric Pollutants and Effects,Smoke
327911,Atmospheric Pollutants and Effects,Smoke
330426,Atmospheric Pollutants and Effects,Smoke
337280,Pollutant Not Identified,Not Identified
341901,Contaminated Water,Suspended Solids
341901,Contaminated Water,Other Contaminated Water
320265,Agricultural Materials and Wastes,Other Agricultural Material or Waste
342032,Contaminated Water,Other Contaminated Water
342089,Oils and Fuel,Diesel
341823,Pollutant Not Identified,Not Identified
330116,Inert Materials and Wastes,Construction and Demolition Materials and Wastes
330116,Organic Chemicals/Products,Hydrocarbons
330116,Other Pollutant,Other
349758,Specific Waste Materials,Vehicles and Vehicle Parts
349764,Specific Waste Materials,Vehicles and Vehicle Parts
349759,Specific Waste Materials,Vehicles and Vehicle Parts
345437,Oils and Fuel,Diesel
350976,Agricultural Materials and Wastes,Other Agricultural Material or Waste
350896,Specific Waste Materials,Household Waste
349816,Oils and Fuel,Diesel
336510,Sewage Materials,Crude Sewage
324402,Sewage Materials,Other Sewage Material
337761,Sewage Materials,Sludge
336390,Organic Chemicals/Products,Other Organic Chemical or Product
337163,Atmospheric Pollutants and Effects,Landfill Odour
322846,Other Pollutant,Other
338120,Sewage Materials,Storm Sewage
337569,Sewage Materials,Crude Sewage
341840,Atmospheric Pollutants and Effects,"Damage to Buildings, Vehicles and Vegetation"
341840,Atmospheric Pollutants and Effects,Effects on Humans
341840,Contaminated Water,Firefighting Run-Off
342377,Pollutant Not Identified,Not Identified
339584,Pollutant Not Identified,Not Identified
312780,Specific Waste Materials,Commercial Waste
312780,Specific Waste Materials,Household Waste
342454,Atmospheric Pollutants and Effects,Chemical Odour
347141,Atmospheric Pollutants and Effects,Smoke
347141,Specific Waste Materials,Tyres
347141,Contaminated Water,Firefighting Run-Off
347234,Sewage Materials,Grey Water
347324,Other Pollutant,Other
346429,Atmospheric Pollutants and Effects,Smoke
346429,Specific Waste Materials,Asbestos
323176,Inorganic Chemicals/Products,Other Inorganic Chemical or Product
317681,Sewage Materials,Storm Sewage
336981,Inert Materials and Wastes,Construction and Demolition Materials and Wastes
345217,Sewage Materials,Other Sewage Material
351143,Sewage Materials,Crude Sewage
349510,Pollutant Not Identified,Not Identified
350470,Pollutant Not Identified,Not Identified
351318,Specific Waste Materials,Metal Wastes
311515,Contaminated Water,Other Contaminated Water
338200,Sewage Materials,Storm Sewage
337864,Sewage Materials,Storm Sewage
338155,Other Pollutant,Microbiological
337466,Sewage Materials,Crude Sewage
332360,General Biodegradable Materials and Wastes,Food and Drink
338551,Sewage Materials,Other Sewage Material
337311,Specific Waste Materials,Household Waste
342666,Oils and Fuel,Unidentified Oil
342713,Organic Chemicals/Products,Pesticides and Biocides
342716,Specific Waste Materials,Electrical Equipment
339390,Other Pollutant,Noise
346672,Organic Chemicals/Products,Surfactants and Detergents
347408,General Biodegradable Materials and Wastes,Algae
344124,Sewage Materials,Crude Sewage
348844,Atmospheric Pollutants and Effects,Smoke
351419,Sewage Materials,Crude Sewage
351536,Sewage Materials,Sludge
351559,Contaminated Water,Suspended Solids
351549,Contaminated Water,Suspended Solids
325060,Sewage Materials,Storm Sewage
351341,General Biodegradable Materials and Wastes,Blood and Offal
351641,Oils and Fuel,Unidentified Oil
314590,Pollutant Not Identified,Not Identified
320268,Inert Materials and Wastes,Mineral Materials and Wastes
338909,Atmospheric Pollutants and Effects,Smoke
338909,Inert Materials and Wastes,Construction and Demolition Materials and Wastes
338909,Specific Waste Materials,Asbestos
338909,Specific Waste Materials,Batteries
338909,Oils and Fuel,Unidentified Oil
337926,Pollutant Not Identified,Not Identified
343075,Pollutant Not Identified,Not Identified
343124,Inorganic Chemicals/Products,Alkalis
343124,Organic Chemicals/Products,Paints and Varnishes
343555,Pollutant Not Identified,Not Identified
346827,Oils and Fuel,Diesel
348436,Oils and Fuel,Gas and Fuel Oils
347189,Sewage Materials,Crude Sewage
352251,Other Pollutant,Other
339007,Sewage Materials,Crude Sewage
335879,Other Pollutant,Other
336004,Sewage Materials,Crude Sewage
339126,Oils and Fuel,Unidentified Oil
338890,Sewage Materials,Storm Sewage
1472743,Agricultural Materials and Wastes,Slurry and Dilute Slurry
331579,Sewage Materials,Storm Sewage
339263,Atmospheric Pollutants and Effects,Smoke
339263,General Biodegradable Materials and Wastes,Other General Biodegradable Material or Waste
335531,Agricultural Materials and Wastes,Other Agricultural Material or Waste
327945,General Biodegradable Materials and Wastes,Vegetable Cuttings and Deposits
343308,Contaminated Water,Other Contaminated Water
343288,Atmospheric Pollutants and Effects,Other Atmospheric Pollutant or Effect
340394,Organic Chemicals/Products,Dyes and Inks
343692,Sewage Materials,Crude Sewage
343722,Other Pollutant,Microbiological
341356,Inert Materials and Wastes,Construction and Demolition Materials and Wastes
341356,Specific Waste Materials,Asbestos
341356,Specific Waste Materials,Commercial Waste
341356,Specific Waste Materials,Household Waste
341356,Specific Waste Materials,Tyres
343399,Specific Waste Materials,Vehicles and Vehicle Parts
336686,Inorganic Chemicals/Products,Other Inorganic Chemical or Product
336275,Pollutant Not Identified,Not Identified
348646,General Biodegradable Materials and Wastes,Other General Biodegradable Material or Waste
348251,Sewage Materials,Crude Sewage
346172,Sewage Materials,Crude Sewage
348592,Other Pollutant,Other
348739,Sewage Materials,Crude Sewage
348737,Oils and Fuel,Petrol
348839,Sewage Materials,Grey Water
348387,Inert Materials and Wastes,Soils and Clay
186384,Sewage Materials,Crude Sewage
352650,Specific Waste Materials,Batteries
352650,Specific Waste Materials,Vehicles and Vehicle Parts
337803,Inert Materials and Wastes,Construction and Demolition Materials and Wastes
334977,Pollutant Not Identified,Not Identified
338491,Sewage Materials,Process Effluent
335398,Organic Chemicals/Products,Surfactants and Detergents
339621,Sewage Materials,Final Effluent
343067,Sewage Materials,Crude Sewage
339794,Contaminated Water,Suspended Solids
335980,Oils and Fuel,Gas and Fuel Oils
327669,General Biodegradable Materials and Wastes,Other General Biodegradable Material or Waste
343347,Pollutant Not Identified,Not Identified
344135,General Biodegradable Materials and Wastes,Other General Biodegradable Material or Waste
340070,Pollutant Not Identified,Not Identified
348945,Agricultural Materials and Wastes,Slurry and Dilute Slurry
348829,Sewage Materials,Grey Water
349039,General Biodegradable Materials and Wastes,Vegetable Cuttings and Deposits
346754,Atmospheric Pollutants and Effects,Landfill Odour
349162,General Biodegradable Materials and Wastes,Food and Drink
349162,Oils and Fuel,Diesel
346100,Sewage Materials,Crude Sewage
310253,Oils and Fuel,Diesel
310446,Inert Materials and Wastes,Other Inert Material or Waste
310495,Agricultural Materials and Wastes,Slurry and Dilute Slurry
310845,Contaminated Water,Suspended Solids
309877,Atmospheric Pollutants and Effects,Effects on Humans
314624,Oils and Fuel,Diesel
307530,Sewage Materials,Storm Sewage
315024,Inorganic Chemicals/Products,Cyanides
315024,Inorganic Chemicals/Products,Heavy Metals
319055,Sewage Materials,Final Effluent
316519,Agricultural Materials and Wastes,Fertiliser
321524,Contaminated Water,Backwash Effluent
325521,General Biodegradable Materials and Wastes,Food and Drink
325521,General Biodegradable Materials and Wastes,Vegetable Cuttings and Deposits
315915,Organic Chemicals/Products,Other Organic Chemical or Product
326118,Atmospheric Pollutants and Effects,Smoke
326118,Other Pollutant,Other
326192,Agricultural Materials and Wastes,Slurry and Dilute Slurry
295360,Atmospheric Pollutants and Effects,Other Atmospheric Pollutant or Effect
326425,Sewage Materials,Crude Sewage
326538,General Biodegradable Materials and Wastes,Other Animal Matter
324500,Atmospheric Pollutants and Effects,Fumes
317279,Specific Waste Materials,Household Waste
326639,Atmospheric Pollutants and Effects,Smoke
327146,Specific Waste Materials,Vehicles and Vehicle Parts
324165,Sewage Materials,Storm Sewage
327239,Pollutant Not Identified,Not Identified
327263,Inert Materials and Wastes,Construction and Demolition Materials and Wastes
320129,Inert Materials and Wastes,Soils and Clay
316672,Sewage Materials,Crude Sewage
320090,Atmospheric Pollutants and Effects,Smoke
311503,Specific Waste Materials,Asbestos
319721,Sewage Materials,Crude Sewage
320390,Agricultural Materials and Wastes,Silage Liquors
314568,Atmospheric Pollutants and Effects,Landfill Odour
320269,General Biodegradable Materials and Wastes,Natural Organic Material
320164,Atmospheric Pollutants and Effects,Smoke
320164,Inert Materials and Wastes,Construction and Demolition Materials and Wastes
320164,General Biodegradable Materials and Wastes,Other General Biodegradable Material or Waste
320164,Specific Waste Materials,Household Waste
308376,Oils and Fuel,Gas and Fuel Oils
327188,Specific Waste Materials,Metal Wastes
327188,Other Pollutant,Noise
320613,Organic Chemicals/Products,Other Organic Chemical or Product
325920,Pollutant Not Identified,Not Identified
326373,General Biodegradable Materials and Wastes,Food and Drink
327621,Other Pollutant,Microbiological
324767,Pollutant Not Identified,Not Identified
327359,General Biodegradable Materials and Wastes,Other General Biodegradable Material or Waste
328091,Sewage Materials,Crude Sewage
323305,Pollutant Not Identified,Not Identified
329049,Organic Chemicals/Products,Surfactants and Detergents
326145,Pollutant Not Identified,Not Identified
327738,Inert Materials and Wastes,Construction and Demolition Materials and Wastes
317372,Sewage Materials,Crude Sewage
329578,Inorganic Chemicals/Products,Heavy Metals
329246,Sewage Materials,Sludge
325200,Agricultural Materials and Wastes,Silage Liquors
320704,Contaminated Water,Other Contaminated Water
327851,Oils and Fuel,Diesel
327946,Other Pollutant,Other
328464,Other Pollutant,Other
328575,Other Pollutant,Other
328565,Sewage Materials,Sludge
328678,Sewage Materials,Grey Water
327894,Inert Materials and Wastes,Soils and Clay
326031,Pollutant Not Identified,Not Identified
328946,Sewage Materials,Crude Sewage
330251,Pollutant Not Identified,Not Identified
321763,Atmospheric Pollutants and Effects,Smoke
327190,Atmospheric Pollutants and Effects,Smoke
331848,Organic Chemicals/Products,Surfactants and Detergents
331757,Pollutant Not Identified,Not Identified
332007,Atmospheric Pollutants and Effects,Smoke
331269,Other Pollutant,Microbiological
325269,Agricultural Materials and Wastes,Other Agricultural Material or Waste
329866,Other Pollutant,Other
329864,General Biodegradable Materials and Wastes,Algae
320635,Other Pollutant,Other
330422,General Biodegradable Materials and Wastes,Other Animal Matter
326496,Sewage Materials,Crude Sewage
329609,General Biodegradable Materials and Wastes,Food and Drink
314918,Sewage Materials,Crude Sewage
331246,General Biodegradable Materials and Wastes,Natural Organic Material
331451,Pollutant Not Identified,Not Identified
331552,Sewage Materials,Crude Sewage
326897,Oils and Fuel,Diesel
333867,Organic Chemicals/Products,Paints and Varnishes
333867,Organic Chemicals/Products,Solvents
332364,Sewage Materials,Other Sewage Material
333969,Agricultural Materials and Wastes,Slurry and Dilute Slurry
334137,Atmospheric Pollutants and Effects,Smoke
332375,Atmospheric Pollutants and Effects,Other Atmospheric Pollutant or Effect
334077,Other Pollutant,Other
334305,Agricultural Materials and Wastes,Slurry and Dilute Slurry
332086,Sewage Materials,Crude Sewage
331969,Other Pollutant,Microbiological
328419,Pollutant Not Identified,Not Identified
332006,Oils and Fuel,Diesel
332690,Oils and Fuel,Hydraulic Oils
332721,Specific Waste Materials,Asbestos
331237,Sewage Materials,Crude Sewage
332397,General Biodegradable Materials and Wastes,Other General Biodegradable Material or Waste
332674,Inert Materials and Wastes,Soils and Clay
327984,Oils and Fuel,Diesel
330419,Pollutant Not Identified,Not Identified
332110,Sewage Materials,Crude Sewage
332884,Inorganic Chemicals/Products,Heavy Metals
332728,General Biodegradable Materials and Wastes,Algae
334360,General Biodegradable Materials and Wastes,Natural Organic Material
334359,Inorganic Chemicals/Products,Alkalis
334047,Pollutant Not Identified,Not Identified
334196,Pollutant Not Identified,Not Identified
334500,General Biodegradable Materials and Wastes,Algae
334581,Atmospheric Pollutants and Effects,Dust
334581,Atmospheric Pollutants and Effects,Smoke
334581,Atmospheric Pollutants and Effects,Soot/Smuts
333913,Pollutant Not Identified,Not Identified
334527,Atmospheric Pollutants and Effects,Landfill Odour
335338,Pollutant Not Identified,Not Identified
315258,Specific Waste Materials,Vehicles and Vehicle Parts
333972,Organic Chemicals/Products,Paints and Varnishes
333972,Organic Chemicals/Products,Solvents
330754,General Biodegradable Materials and Wastes,Algae
334062,Agricultural Materials and Wastes,Slurry and Dilute Slurry
334700,Sewage Materials,Crude Sewage
329965,Pollutant Not Identified,Not Identified
328457,Specific Waste Materials,Household Waste
335451,Oils and Fuel,Petrol
330666,Specific Waste Materials,Vehicles and Vehicle Parts
317415,Inert Materials and Wastes,Construction and Demolition Materials and Wastes
317415,General Biodegradable Materials and Wastes,Composted Material
335510,Agricultural Materials and Wastes,Other Agricultural Material or Waste
335600,Inert Materials and Wastes,Construction and Demolition Materials and Wastes
335629,Pollutant Not Identified,Not Identified
335662,Oils and Fuel,Petrol
335740,General Biodegradable Materials and Wastes,Natural Organic Material
333656,Oils and Fuel,Gas and Fuel Oils
326851,Inert Materials and Wastes,Construction and Demolition Materials and Wastes
326851,Inert Materials and Wastes,Rocks and Gravel
333676,Oils and Fuel,Diesel
333838,Oils and Fuel,Gas and Fuel Oils
300476,Pollutant Not Identified,Not Identified
306084,Specific Waste Materials,Tyres
304213,Atmospheric Pollutants and Effects,Landfill Odour
304575,Sewage Materials,Crude Sewage
305374,Specific Waste Materials,Asbestos
305374,Specific Waste Materials,Tyres
305374,Specific Waste Materials,Vehicles and Vehicle Parts
305374,Specific Waste Materials,Electrical Equipment
306414,Oils and Fuel,Mixed/Waste Oils
310972,Inert Materials and Wastes,Construction and Demolition Materials and Wastes
310972,Specific Waste Materials,Asbestos
311051,Organic Chemicals/Products,Pesticides and Biocides
310895,Organic Chemicals/Products,Alcohols/Aldehydes
302194,Pollutant Not Identified,Not Identified
302345,Pollutant Not Identified,Not Identified
309701,Pollutant Not Identified,Not Identified
309763,Pollutant Not Identified,Not Identified
315008,Oils and Fuel,Mixed/Waste Oils
320460,Sewage Materials,Grey Water
308709,Atmospheric Pollutants and Effects,Smoke
308709,Specific Waste Materials,Asbestos
308709,Specific Waste Materials,Commercial Waste
308709,Specific Waste Materials,Contaminated Construction & Demolition Mat & Waste
320650,Contaminated Water,Suspended Solids
320713,Atmospheric Pollutants and Effects,Ammonia/Amine Odour
306473,Atmospheric Pollutants and Effects,Ammonia/Amine Odour
303206,Organic Chemicals/Products,Solvents
298191,Agricultural Materials and Wastes,Slurry and Dilute Slurry
298907,Agricultural Materials and Wastes,Slurry and Dilute Slurry
309326,Other Pollutant,Other
310894,Specific Waste Materials,Electrical Equipment
315140,Sewage Materials,Crude Sewage
315833,Specific Waste Materials,Contaminated Soil
313346,Atmospheric Pollutants and Effects,Smoke
299917,Agricultural Materials and Wastes,Slurry and Dilute Slurry
300717,Agricultural Materials and Wastes,Slurry and Dilute Slurry
300808,Agricultural Materials and Wastes,Slurry and Dilute Slurry
298875,Other Pollutant,Other
303397,Inert Materials and Wastes,Construction and Demolition Materials and Wastes
230967,Specific Waste Materials,Tarry Wastes
311816,Pollutant Not Identified,Not Identified
312524,Other Pollutant,Microbiological
313400,Sewage Materials,Crude Sewage
316538,Specific Waste Materials,Household Waste
316461,General Biodegradable Materials and Wastes,Food and Drink
316141,Atmospheric Pollutants and Effects,Smoke
321717,Sewage Materials,Crude Sewage
312189,Atmospheric Pollutants and Effects,Other Atmospheric Pollutant or Effect
307105,Sewage Materials,Storm Sewage
301322,Organic Chemicals/Products,Surfactants and Detergents
311587,Oils and Fuel,Gas and Fuel Oils
316840,Sewage Materials,Crude Sewage
315807,Atmospheric Pollutants and Effects,Landfill Odour
307267,Inorganic Chemicals/Products,Ammonia Solutions
317033,Atmospheric Pollutants and Effects,Fumes
311149,Atmospheric Pollutants and Effects,Smoke
311149,Specific Waste Materials,Tyres
317156,Pollutant Not Identified,Not Identified
314686,Sewage Materials,Crude Sewage
315994,Sewage Materials,Final Effluent
322029,Sewage Materials,Crude Sewage
318251,Agricultural Materials and Wastes,Slurry and Dilute Slurry
306426,Organic Chemicals/Products,Other Organic Chemical or Product
301340,Atmospheric Pollutants and Effects,Chemical Odour
301691,Atmospheric Pollutants and Effects,Chemical Odour
312785,Inert Materials and Wastes,Construction and Demolition Materials and Wastes
308108,Specific Waste Materials,Asbestos
313027,Oils and Fuel,Diesel
313062,Atmospheric Pollutants and Effects,Other Atmospheric Pollutant or Effect
313131,Contaminated Water,Suspended Solids
317240,Sewage Materials,Grey Water
313795,Sewage Materials,Crude Sewage
317475,Agricultural Materials and Wastes,Silage Liquors
317475,Agricultural Materials and Wastes,Slurry and Dilute Slurry
322163,Sewage Materials,Final Effluent
304875,Oils and Fuel,Gas and Fuel Oils
313017,Inert Materials and Wastes,Construction and Demolition Materials and Wastes
312652,Oils and Fuel,Gas and Fuel Oils
298842,Inert Materials and Wastes,Construction and Demolition Materials and Wastes
311403,Specific Waste Materials,Asbestos
311403,Oils and Fuel,Hydraulic Oils
315932,Sewage Materials,Crude Sewage
318874,Organic Chemicals/Products,Other Organic Chemical or Product
320041,Atmospheric Pollutants and Effects,Other Atmospheric Pollutant or Effect
322515,Other Pollutant,Other
317749,Pollutant Not Identified,Not Identified
321345,Contaminated Water,Firefighting Run-Off
323570,Pollutant Not Identified,Not Identified
295373,Other Pollutant,Other
310763,Agricultural Materials and Wastes,Slurry and Dilute Slurry
315579,Agricultural Materials and Wastes,Slurry and Dilute Slurry
317830,Organic Chemicals/Products,Surfactants and Detergents
317373,Sewage Materials,Final Effluent
309993,Specific Waste Materials,Tyres
318420,Oils and Fuel,Gas and Fuel Oils
317459,Atmospheric Pollutants and Effects,Landfill Odour
323962,Pollutant Not Identified,Not Identified
324105,Pollutant Not Identified,Not Identified
323947,Other Pollutant,Microbiological
322602,Atmospheric Pollutants and Effects,Other Atmospheric Pollutant or Effect
242123,Other Pollutant,Other
309106,Oils and Fuel,Diesel
309202,Oils and Fuel,Unidentified Oil
308263,General Biodegradable Materials and Wastes,Blood and Offal
313611,Specific Waste Materials,Vehicles and Vehicle Parts
314086,Organic Chemicals/Products,Pesticides and Biocides
318691,Oils and Fuel,Diesel
316285,Agricultural Materials and Wastes,Slurry and Dilute Slurry
318818,Pollutant Not Identified,Not Identified
316842,General Biodegradable Materials and Wastes,Food and Drink
323877,Pollutant Not Identified,Not Identified
318032,Sewage Materials,Crude Sewage
322805,Sewage Materials,Crude Sewage
323023,Oils and Fuel,Mixed/Waste Oils
320438,Oils and Fuel,Diesel
322027,Atmospheric Pollutants and Effects,Smoke
322027,Atmospheric Pollutants and Effects,Soot/Smuts
322027,Contaminated Water,Firefighting Run-Off
321680,Sewage Materials,Storm Sewage
320986,Sewage Materials,Crude Sewage
307997,Oils and Fuel,Diesel
309577,Contaminated Water,Other Contaminated Water
306547,Sewage Materials,Crude Sewage
309784,Specific Waste Materials,Asbestos
309638,Inert Materials and Wastes,Soils and Clay
309638,Organic Chemicals/Products,Pesticides and Biocides
308953,Inert Materials and Wastes,Construction and Demolition Materials and Wastes
308953,Specific Waste Materials,Asbestos
308953,Specific Waste Materials,Household Waste
308953,Specific Waste Materials,Tyres
298570,Specific Waste Materials,Asbestos
311255,Atmospheric Pollutants and Effects,Fumes
313300,Oils and Fuel,Gas and Fuel Oils
319214,Atmospheric Pollutants and Effects,Ammonia/Amine Odour
319214,Atmospheric Pollutants and Effects,Chemical Odour
319285,Contaminated Water,Vegetable Washings
319116,Contaminated Water,Minewater
319328,Sewage Materials,Crude Sewage
313967,Atmospheric Pollutants and Effects,Smoke
319596,Oils and Fuel,Insulating and Cable Oils
324762,Organic Chemicals/Products,Surfactants and Detergents
324802,Oils and Fuel,Diesel
323777,Pollutant Not Identified,Not Identified
320714,Specific Waste Materials,Contaminated Soil
321108,Atmospheric Pollutants and Effects,Landfill Odour
324864,Contaminated Water,Firefighting Run-Off
325263,Oils and Fuel,Diesel
290545,Specific Waste Materials,Other Specific Waste Material
306705,Agricultural Materials and Wastes,Slurry and Dilute Slurry
305816,Sewage Materials,Crude Sewage
308728,Sewage Materials,Crude Sewage
306491,Pollutant Not Identified,Not Identified
309772,Inert Materials and Wastes,Other Inert Material or Waste
388556,Agricultural Materials and Wastes,Slurry and Dilute Slurry
391662,Atmospheric Pollutants and Effects,Smoke
391662,Contaminated Water,Chemically Contaminated Run-Off
389241,Oils and Fuel,Diesel
402407,Agricultural Materials and Wastes,Silage Liquors
402407,Agricultural Materials and Wastes,Slurry and Dilute Slurry
402504,Atmospheric Pollutants and Effects,Smoke
402504,Specific Waste Materials,Asbestos
402689,Sewage Materials,Crude Sewage
398195,General Biodegradable Materials and Wastes,Other General Biodegradable Material or Waste
407309,Pollutant Not Identified,Not Identified
403960,Oils and Fuel,Insulating and Cable Oils
404040,Agricultural Materials and Wastes,Slurry and Dilute Slurry
407173,Pollutant Not Identified,Not Identified
407384,Pollutant Not Identified,Not Identified
383292,Agricultural Materials and Wastes,Slurry and Dilute Slurry
407185,Pollutant Not Identified,Not Identified
392016,Inert Materials and Wastes,Soils and Clay
392016,Specific Waste Materials,Commercial Waste
392016,Specific Waste Materials,Metal Wastes
392016,Specific Waste Materials,Contaminated Construction & Demolition Mat & Waste
388090,Inert Materials and Wastes,Construction and Demolition Materials and Wastes
390603,General Biodegradable Materials and Wastes,Other General Biodegradable Material or Waste
405421,Sewage Materials,Crude Sewage
408875,Sewage Materials,Crude Sewage
408725,Sewage Materials,Other Sewage Material
408544,Sewage Materials,Crude Sewage
391162,Agricultural Materials and Wastes,Slurry and Dilute Slurry
402763,Agricultural Materials and Wastes,Slurry and Dilute Slurry
402816,Inert Materials and Wastes,Soils and Clay
400030,Atmospheric Pollutants and Effects,Sulphide Odour
403069,Sewage Materials,Crude Sewage
398933,Oils and Fuel,Diesel
407717,Pollutant Not Identified,Not Identified
407769,Contaminated Water,Suspended Solids
407533,Atmospheric Pollutants and Effects,Smoke
407533,Specific Waste Materials,Household Waste
397783,Pollutant Not Identified,Not Identified
407560,Pollutant Not Identified,Not Identified
407246,Other Pollutant,Other
408139,Pollutant Not Identified,Not Identified
408121,Pollutant Not Identified,Not Identified
408582,Sewage Materials,Final Effluent
408350,Other Pollutant,Other
409741,Sewage Materials,Crude Sewage
408234,Organic Chemicals/Products,Pesticides and Biocides
396092,Inert Materials and Wastes,Construction and Demolition Materials and Wastes
396092,Specific Waste Materials,Commercial Waste
403418,Sewage Materials,Crude Sewage
388886,Sewage Materials,Crude Sewage
408886,Atmospheric Pollutants and Effects,Other Atmospheric Pollutant or Effect
395903,Inert Materials and Wastes,Construction and Demolition Materials and Wastes
395903,Specific Waste Materials,Asbestos
395903,Specific Waste Materials,Tyres
410879,General Biodegradable Materials and Wastes,Other General Biodegradable Material or Waste
404528,General Biodegradable Materials and Wastes,Other General Biodegradable Material or Waste
407894,Inorganic Chemicals/Products,Cement
411412,Agricultural Materials and Wastes,Slurry and Dilute Slurry
410342,Atmospheric Pollutants and Effects,Smoke
400206,Atmospheric Pollutants and Effects,Other Atmospheric Pollutant or Effect
411811,Specific Waste Materials,Tyres
408471,Pollutant Not Identified,Not Identified
409296,Atmospheric Pollutants and Effects,Smoke
409296,Contaminated Water,Firefighting Run-Off
407868,Atmospheric Pollutants and Effects,"Damage to Buildings, Vehicles and Vegetation"
407868,Atmospheric Pollutants and Effects,Smoke
408914,Sewage Materials,Crude Sewage
399169,Atmospheric Pollutants and Effects,Smoke
399169,Specific Waste Materials,Asbestos
399169,Specific Waste Materials,Commercial Waste
